iso2,pageviews_ceil,project,year,month
VN,603000,ja.wikipedia,2023,1
ID,518000,ja.wikipedia,2023,1
MY,458000,ja.wikipedia,2023,1
PH,377000,ja.wikipedia,2023,1
BR,353000,ja.wikipedia,2023,1
RU,333000,ja.wikipedia,2023,1
IT,305000,ja.wikipedia,2023,1
NL,301000,ja.wikipedia,2023,1
MX,298000,ja.wikipedia,2023,1
IN,285000,ja.wikipedia,2023,1
ES,246000,ja.wikipedia,2023,1
--,238000,ja.wikipedia,2023,1
CH,169000,ja.wikipedia,2023,1
NZ,163000,ja.wikipedia,2023,1
PL,155000,ja.wikipedia,2023,1
IE,147000,ja.wikipedia,2023,1
SE,146000,ja.wikipedia,2023,1
FI,113000,ja.wikipedia,2023,1
AT,108000,ja.wikipedia,2023,1
BE,105000,ja.wikipedia,2023,1
TR,85000,ja.wikipedia,2023,1
CZ,74000,ja.wikipedia,2023,1
IR,74000,ja.wikipedia,2023,1
UA,71000,ja.wikipedia,2023,1
AR,70000,ja.wikipedia,2023,1
MO,64000,ja.wikipedia,2023,1
KH,62000,ja.wikipedia,2023,1
HU,62000,ja.wikipedia,2023,1
AE,61000,ja.wikipedia,2023,1
CL,56000,ja.wikipedia,2023,1
CN,54000,ja.wikipedia,2023,1
RO,53000,ja.wikipedia,2023,1
IL,50000,ja.wikipedia,2023,1
NO,49000,ja.wikipedia,2023,1
PE,46000,ja.wikipedia,2023,1
DK,44000,ja.wikipedia,2023,1
SA,38000,ja.wikipedia,2023,1
BD,37000,ja.wikipedia,2023,1
PT,36000,ja.wikipedia,2023,1
EG,34000,ja.wikipedia,2023,1
CO,32000,ja.wikipedia,2023,1
ZA,27000,ja.wikipedia,2023,1
GR,26000,ja.wikipedia,2023,1
BG,26000,ja.wikipedia,2023,1
RS,26000,ja.wikipedia,2023,1
MM,24000,ja.wikipedia,2023,1
MN,20000,ja.wikipedia,2023,1
SK,19000,ja.wikipedia,2023,1
PK,18000,ja.wikipedia,2023,1
KZ,18000,ja.wikipedia,2023,1
MA,18000,ja.wikipedia,2023,1
EE,17000,ja.wikipedia,2023,1
LA,16000,ja.wikipedia,2023,1
SC,15000,ja.wikipedia,2023,1
PY,15000,ja.wikipedia,2023,1
KE,15000,ja.wikipedia,2023,1
GU,15000,ja.wikipedia,2023,1
IQ,15000,ja.wikipedia,2023,1
NP,15000,ja.wikipedia,2023,1
LK,14000,ja.wikipedia,2023,1
BO,13000,ja.wikipedia,2023,1
LU,13000,ja.wikipedia,2023,1
BY,13000,ja.wikipedia,2023,1
LV,13000,ja.wikipedia,2023,1
UZ,13000,ja.wikipedia,2023,1
GE,12000,ja.wikipedia,2023,1
HR,12000,ja.wikipedia,2023,1
NG,12000,ja.wikipedia,2023,1
DZ,12000,ja.wikipedia,2023,1
SI,11000,ja.wikipedia,2023,1
CR,11000,ja.wikipedia,2023,1
MT,11000,ja.wikipedia,2023,1
JO,10000,ja.wikipedia,2023,1
LT,10000,ja.wikipedia,2023,1
VE,10000,ja.wikipedia,2023,1
EC,9000,ja.wikipedia,2023,1
QA,9000,ja.wikipedia,2023,1
TN,9000,ja.wikipedia,2023,1
PA,8000,ja.wikipedia,2023,1
GT,8000,ja.wikipedia,2023,1
UY,8000,ja.wikipedia,2023,1
DO,8000,ja.wikipedia,2023,1
SN,7000,ja.wikipedia,2023,1
KG,7000,ja.wikipedia,2023,1
AM,6000,ja.wikipedia,2023,1
IS,6000,ja.wikipedia,2023,1
SV,6000,ja.wikipedia,2023,1
MD,6000,ja.wikipedia,2023,1
HN,6000,ja.wikipedia,2023,1
MG,6000,ja.wikipedia,2023,1
GH,5000,ja.wikipedia,2023,1
BA,5000,ja.wikipedia,2023,1
KW,5000,ja.wikipedia,2023,1
UG,5000,ja.wikipedia,2023,1
PR,5000,ja.wikipedia,2023,1
CI,5000,ja.wikipedia,2023,1
ET,5000,ja.wikipedia,2023,1
CY,5000,ja.wikipedia,2023,1
OM,5000,ja.wikipedia,2023,1
BN,5000,ja.wikipedia,2023,1
MV,5000,ja.wikipedia,2023,1
MU,5000,ja.wikipedia,2023,1
LB,4000,ja.wikipedia,2023,1
AZ,4000,ja.wikipedia,2023,1
TT,4000,ja.wikipedia,2023,1
TZ,4000,ja.wikipedia,2023,1
AL,4000,ja.wikipedia,2023,1
BH,4000,ja.wikipedia,2023,1
FJ,4000,ja.wikipedia,2023,1
MP,4000,ja.wikipedia,2023,1
PW,4000,ja.wikipedia,2023,1
NI,4000,ja.wikipedia,2023,1
DJ,4000,ja.wikipedia,2023,1
JM,3000,ja.wikipedia,2023,1
RW,3000,ja.wikipedia,2023,1
CD,3000,ja.wikipedia,2023,1
CM,3000,ja.wikipedia,2023,1
MK,3000,ja.wikipedia,2023,1
MC,3000,ja.wikipedia,2023,1
NC,3000,ja.wikipedia,2023,1
ZM,2000,ja.wikipedia,2023,1
MZ,2000,ja.wikipedia,2023,1
ME,2000,ja.wikipedia,2023,1
CU,2000,ja.wikipedia,2023,1
YE,2000,ja.wikipedia,2023,1
PG,2000,ja.wikipedia,2023,1
TJ,2000,ja.wikipedia,2023,1
SD,2000,ja.wikipedia,2023,1
MW,2000,ja.wikipedia,2023,1
LY,2000,ja.wikipedia,2023,1
PF,2000,ja.wikipedia,2023,1
WS,2000,ja.wikipedia,2023,1
ZW,2000,ja.wikipedia,2023,1
AO,2000,ja.wikipedia,2023,1
BW,2000,ja.wikipedia,2023,1
TM,2000,ja.wikipedia,2023,1
MR,2000,ja.wikipedia,2023,1
PS,2000,ja.wikipedia,2023,1
TG,2000,ja.wikipedia,2023,1
BT,2000,ja.wikipedia,2023,1
SY,2000,ja.wikipedia,2023,1
IM,1000,ja.wikipedia,2023,1
BF,1000,ja.wikipedia,2023,1
NA,1000,ja.wikipedia,2023,1
MH,1000,ja.wikipedia,2023,1
SL,1000,ja.wikipedia,2023,1
BB,1000,ja.wikipedia,2023,1
BS,1000,ja.wikipedia,2023,1
FM,1000,ja.wikipedia,2023,1
BZ,1000,ja.wikipedia,2023,1
BJ,1000,ja.wikipedia,2023,1
SS,1000,ja.wikipedia,2023,1
XK,1000,ja.wikipedia,2023,1
AF,1000,ja.wikipedia,2023,1
RE,1000,ja.wikipedia,2023,1
LC,1000,ja.wikipedia,2023,1
GN,1000,ja.wikipedia,2023,1
TL,1000,ja.wikipedia,2023,1
JE,1000,ja.wikipedia,2023,1
TO,1000,ja.wikipedia,2023,1
GA,1000,ja.wikipedia,2023,1
NE,1000,ja.wikipedia,2023,1
ML,1000,ja.wikipedia,2023,1
SO,1000,ja.wikipedia,2023,1
VU,1000,ja.wikipedia,2023,1
GP,1000,ja.wikipedia,2023,1
BM,1000,ja.wikipedia,2023,1
MQ,1000,ja.wikipedia,2023,1
AD,1000,ja.wikipedia,2023,1
SB,1000,ja.wikipedia,2023,1
GM,1000,ja.wikipedia,2023,1
GY,1000,ja.wikipedia,2023,1
KY,1000,ja.wikipedia,2023,1
BI,1000,ja.wikipedia,2023,1
CG,1000,ja.wikipedia,2023,1
LR,1000,ja.wikipedia,2023,1
GI,1000,ja.wikipedia,2023,1
LI,1000,ja.wikipedia,2023,1
AW,1000,ja.wikipedia,2023,1
SR,1000,ja.wikipedia,2023,1
SX,1000,ja.wikipedia,2023,1
LS,1000,ja.wikipedia,2023,1
GD,1000,ja.wikipedia,2023,1
FO,1000,ja.wikipedia,2023,1
TC,1000,ja.wikipedia,2023,1
VG,1000,ja.wikipedia,2023,1
HT,1000,ja.wikipedia,2023,1
VC,1000,ja.wikipedia,2023,1
CW,1000,ja.wikipedia,2023,1
GL,1000,ja.wikipedia,2023,1
MF,1000,ja.wikipedia,2023,1
GG,1000,ja.wikipedia,2023,1
GF,1000,ja.wikipedia,2023,1
CV,1000,ja.wikipedia,2023,1
SZ,1000,ja.wikipedia,2023,1
CF,1000,ja.wikipedia,2023,1
TD,1000,ja.wikipedia,2023,1
TW,164890000,zh.wikipedia,2023,1
HK,82744000,zh.wikipedia,2023,1
US,43276000,zh.wikipedia,2023,1
MY,12734000,zh.wikipedia,2023,1
JP,11935000,zh.wikipedia,2023,1
SG,10972000,zh.wikipedia,2023,1
CA,8799000,zh.wikipedia,2023,1
GB,7137000,zh.wikipedia,2023,1
AU,4515000,zh.wikipedia,2023,1
DE,3721000,zh.wikipedia,2023,1
MO,3514000,zh.wikipedia,2023,1
BR,2171000,zh.wikipedia,2023,1
FR,2051000,zh.wikipedia,2023,1
KR,1758000,zh.wikipedia,2023,1
NL,1274000,zh.wikipedia,2023,1
TH,1116000,zh.wikipedia,2023,1
PH,1092000,zh.wikipedia,2023,1
IT,1076000,zh.wikipedia,2023,1
CN,1075000,zh.wikipedia,2023,1
ES,1034000,zh.wikipedia,2023,1
MX,970000,zh.wikipedia,2023,1
IN,932000,zh.wikipedia,2023,1
NZ,894000,zh.wikipedia,2023,1
VN,890000,zh.wikipedia,2023,1
RU,832000,zh.wikipedia,2023,1
ID,592000,zh.wikipedia,2023,1
SE,424000,zh.wikipedia,2023,1
CH,398000,zh.wikipedia,2023,1
TR,342000,zh.wikipedia,2023,1
IE,314000,zh.wikipedia,2023,1
AR,277000,zh.wikipedia,2023,1
PL,271000,zh.wikipedia,2023,1
KH,250000,zh.wikipedia,2023,1
BE,247000,zh.wikipedia,2023,1
BD,233000,zh.wikipedia,2023,1
--,226000,zh.wikipedia,2023,1
FI,221000,zh.wikipedia,2023,1
AE,219000,zh.wikipedia,2023,1
AT,212000,zh.wikipedia,2023,1
UA,200000,zh.wikipedia,2023,1
RS,197000,zh.wikipedia,2023,1
EG,190000,zh.wikipedia,2023,1
ZA,186000,zh.wikipedia,2023,1
HU,155000,zh.wikipedia,2023,1
MM,152000,zh.wikipedia,2023,1
PT,151000,zh.wikipedia,2023,1
DK,147000,zh.wikipedia,2023,1
MA,141000,zh.wikipedia,2023,1
IQ,136000,zh.wikipedia,2023,1
JO,133000,zh.wikipedia,2023,1
PA,125000,zh.wikipedia,2023,1
NO,119000,zh.wikipedia,2023,1
PK,117000,zh.wikipedia,2023,1
KZ,115000,zh.wikipedia,2023,1
CZ,115000,zh.wikipedia,2023,1
LA,113000,zh.wikipedia,2023,1
EC,111000,zh.wikipedia,2023,1
IR,105000,zh.wikipedia,2023,1
IL,94000,zh.wikipedia,2023,1
BY,93000,zh.wikipedia,2023,1
CO,88000,zh.wikipedia,2023,1
LU,88000,zh.wikipedia,2023,1
SA,87000,zh.wikipedia,2023,1
CL,85000,zh.wikipedia,2023,1
GR,80000,zh.wikipedia,2023,1
RO,78000,zh.wikipedia,2023,1
CR,77000,zh.wikipedia,2023,1
SC,76000,zh.wikipedia,2023,1
UZ,74000,zh.wikipedia,2023,1
BO,69000,zh.wikipedia,2023,1
VE,66000,zh.wikipedia,2023,1
PE,62000,zh.wikipedia,2023,1
DZ,62000,zh.wikipedia,2023,1
UY,61000,zh.wikipedia,2023,1
KE,54000,zh.wikipedia,2023,1
NP,53000,zh.wikipedia,2023,1
OM,49000,zh.wikipedia,2023,1
BG,48000,zh.wikipedia,2023,1
DO,46000,zh.wikipedia,2023,1
AL,45000,zh.wikipedia,2023,1
BA,45000,zh.wikipedia,2023,1
NG,43000,zh.wikipedia,2023,1
BH,41000,zh.wikipedia,2023,1
TN,41000,zh.wikipedia,2023,1
GT,40000,zh.wikipedia,2023,1
BN,39000,zh.wikipedia,2023,1
MD,37000,zh.wikipedia,2023,1
GE,35000,zh.wikipedia,2023,1
HR,32000,zh.wikipedia,2023,1
HN,30000,zh.wikipedia,2023,1
SV,30000,zh.wikipedia,2023,1
AZ,28000,zh.wikipedia,2023,1
MN,28000,zh.wikipedia,2023,1
LB,27000,zh.wikipedia,2023,1
PY,24000,zh.wikipedia,2023,1
LV,23000,zh.wikipedia,2023,1
CD,22000,zh.wikipedia,2023,1
MU,21000,zh.wikipedia,2023,1
EE,21000,zh.wikipedia,2023,1
ET,20000,zh.wikipedia,2023,1
SK,19000,zh.wikipedia,2023,1
QA,19000,zh.wikipedia,2023,1
IS,19000,zh.wikipedia,2023,1
MK,19000,zh.wikipedia,2023,1
GH,19000,zh.wikipedia,2023,1
CY,18000,zh.wikipedia,2023,1
AO,18000,zh.wikipedia,2023,1
LT,18000,zh.wikipedia,2023,1
LK,18000,zh.wikipedia,2023,1
JM,18000,zh.wikipedia,2023,1
KG,18000,zh.wikipedia,2023,1
SI,18000,zh.wikipedia,2023,1
SN,17000,zh.wikipedia,2023,1
MT,17000,zh.wikipedia,2023,1
NI,17000,zh.wikipedia,2023,1
AM,17000,zh.wikipedia,2023,1
CI,17000,zh.wikipedia,2023,1
KW,17000,zh.wikipedia,2023,1
TZ,15000,zh.wikipedia,2023,1
ZM,15000,zh.wikipedia,2023,1
PR,12000,zh.wikipedia,2023,1
UG,12000,zh.wikipedia,2023,1
FJ,11000,zh.wikipedia,2023,1
XK,11000,zh.wikipedia,2023,1
SR,10000,zh.wikipedia,2023,1
ME,9000,zh.wikipedia,2023,1
SY,9000,zh.wikipedia,2023,1
MZ,8000,zh.wikipedia,2023,1
MV,8000,zh.wikipedia,2023,1
SO,7000,zh.wikipedia,2023,1
ZW,7000,zh.wikipedia,2023,1
CU,7000,zh.wikipedia,2023,1
LY,7000,zh.wikipedia,2023,1
GN,7000,zh.wikipedia,2023,1
CG,7000,zh.wikipedia,2023,1
IM,7000,zh.wikipedia,2023,1
GU,7000,zh.wikipedia,2023,1
PG,7000,zh.wikipedia,2023,1
BZ,6000,zh.wikipedia,2023,1
BJ,6000,zh.wikipedia,2023,1
TT,6000,zh.wikipedia,2023,1
MG,6000,zh.wikipedia,2023,1
CM,6000,zh.wikipedia,2023,1
MP,6000,zh.wikipedia,2023,1
GY,6000,zh.wikipedia,2023,1
ML,6000,zh.wikipedia,2023,1
TM,6000,zh.wikipedia,2023,1
NE,5000,zh.wikipedia,2023,1
NA,5000,zh.wikipedia,2023,1
GA,5000,zh.wikipedia,2023,1
TD,5000,zh.wikipedia,2023,1
TG,5000,zh.wikipedia,2023,1
BF,4000,zh.wikipedia,2023,1
TJ,4000,zh.wikipedia,2023,1
BW,4000,zh.wikipedia,2023,1
SD,4000,zh.wikipedia,2023,1
RE,4000,zh.wikipedia,2023,1
BS,4000,zh.wikipedia,2023,1
DJ,4000,zh.wikipedia,2023,1
VU,4000,zh.wikipedia,2023,1
PS,4000,zh.wikipedia,2023,1
GF,4000,zh.wikipedia,2023,1
PW,4000,zh.wikipedia,2023,1
BB,3000,zh.wikipedia,2023,1
CW,3000,zh.wikipedia,2023,1
RW,3000,zh.wikipedia,2023,1
SZ,3000,zh.wikipedia,2023,1
AW,3000,zh.wikipedia,2023,1
YE,3000,zh.wikipedia,2023,1
WS,3000,zh.wikipedia,2023,1
GI,3000,zh.wikipedia,2023,1
MR,3000,zh.wikipedia,2023,1
SB,3000,zh.wikipedia,2023,1
MC,3000,zh.wikipedia,2023,1
AD,3000,zh.wikipedia,2023,1
AF,2000,zh.wikipedia,2023,1
MW,2000,zh.wikipedia,2023,1
GD,2000,zh.wikipedia,2023,1
BT,2000,zh.wikipedia,2023,1
SL,2000,zh.wikipedia,2023,1
LS,2000,zh.wikipedia,2023,1
GQ,2000,zh.wikipedia,2023,1
LC,2000,zh.wikipedia,2023,1
BM,2000,zh.wikipedia,2023,1
GM,2000,zh.wikipedia,2023,1
KN,2000,zh.wikipedia,2023,1
TL,2000,zh.wikipedia,2023,1
LI,2000,zh.wikipedia,2023,1
NC,2000,zh.wikipedia,2023,1
GP,2000,zh.wikipedia,2023,1
KY,2000,zh.wikipedia,2023,1
HT,2000,zh.wikipedia,2023,1
BI,2000,zh.wikipedia,2023,1
SX,2000,zh.wikipedia,2023,1
MH,2000,zh.wikipedia,2023,1
PF,2000,zh.wikipedia,2023,1
SS,1000,zh.wikipedia,2023,1
LR,1000,zh.wikipedia,2023,1
JE,1000,zh.wikipedia,2023,1
CV,1000,zh.wikipedia,2023,1
VC,1000,zh.wikipedia,2023,1
MQ,1000,zh.wikipedia,2023,1
TO,1000,zh.wikipedia,2023,1
GL,1000,zh.wikipedia,2023,1
AI,1000,zh.wikipedia,2023,1
AG,1000,zh.wikipedia,2023,1
ER,1000,zh.wikipedia,2023,1
GG,1000,zh.wikipedia,2023,1
DM,1000,zh.wikipedia,2023,1
GW,1000,zh.wikipedia,2023,1
KM,1000,zh.wikipedia,2023,1
VG,1000,zh.wikipedia,2023,1
SM,1000,zh.wikipedia,2023,1
VI,1000,zh.wikipedia,2023,1
FM,1000,zh.wikipedia,2023,1
AS,1000,zh.wikipedia,2023,1
TC,1000,zh.wikipedia,2023,1
ST,1000,zh.wikipedia,2023,1
NR,1000,zh.wikipedia,2023,1
MF,1000,zh.wikipedia,2023,1
BQ,1000,zh.wikipedia,2023,1
FO,1000,zh.wikipedia,2023,1
TV,1000,zh.wikipedia,2023,1
CF,1000,zh.wikipedia,2023,1
CZ,78666000,cs.wikipedia,2023,1
SK,4107000,cs.wikipedia,2023,1
US,1388000,cs.wikipedia,2023,1
DE,760000,cs.wikipedia,2023,1
AT,325000,cs.wikipedia,2023,1
PL,274000,cs.wikipedia,2023,1
GB,238000,cs.wikipedia,2023,1
IT,233000,cs.wikipedia,2023,1
CA,190000,cs.wikipedia,2023,1
FR,178000,cs.wikipedia,2023,1
NL,151000,cs.wikipedia,2023,1
RU,150000,cs.wikipedia,2023,1
CH,110000,cs.wikipedia,2023,1
UA,90000,cs.wikipedia,2023,1
ES,84000,cs.wikipedia,2023,1
BE,67000,cs.wikipedia,2023,1
HU,65000,cs.wikipedia,2023,1
SE,63000,cs.wikipedia,2023,1
TR,59000,cs.wikipedia,2023,1
BR,58000,cs.wikipedia,2023,1
AU,43000,cs.wikipedia,2023,1
NG,42000,cs.wikipedia,2023,1
SG,41000,cs.wikipedia,2023,1
--,41000,cs.wikipedia,2023,1
IN,39000,cs.wikipedia,2023,1
IE,36000,cs.wikipedia,2023,1
JP,36000,cs.wikipedia,2023,1
IR,35000,cs.wikipedia,2023,1
FI,33000,cs.wikipedia,2023,1
KE,33000,cs.wikipedia,2023,1
NO,31000,cs.wikipedia,2023,1
MX,31000,cs.wikipedia,2023,1
DK,30000,cs.wikipedia,2023,1
TH,29000,cs.wikipedia,2023,1
RO,27000,cs.wikipedia,2023,1
RS,27000,cs.wikipedia,2023,1
ID,26000,cs.wikipedia,2023,1
GR,24000,cs.wikipedia,2023,1
IL,22000,cs.wikipedia,2023,1
CI,21000,cs.wikipedia,2023,1
HR,20000,cs.wikipedia,2023,1
VN,20000,cs.wikipedia,2023,1
NZ,19000,cs.wikipedia,2023,1
BG,19000,cs.wikipedia,2023,1
EG,17000,cs.wikipedia,2023,1
PH,17000,cs.wikipedia,2023,1
SI,17000,cs.wikipedia,2023,1
SN,17000,cs.wikipedia,2023,1
PT,17000,cs.wikipedia,2023,1
EE,17000,cs.wikipedia,2023,1
AE,16000,cs.wikipedia,2023,1
KR,15000,cs.wikipedia,2023,1
LV,14000,cs.wikipedia,2023,1
LU,13000,cs.wikipedia,2023,1
GH,13000,cs.wikipedia,2023,1
BY,12000,cs.wikipedia,2023,1
LT,12000,cs.wikipedia,2023,1
TW,11000,cs.wikipedia,2023,1
HK,11000,cs.wikipedia,2023,1
MY,10000,cs.wikipedia,2023,1
UG,10000,cs.wikipedia,2023,1
AR,10000,cs.wikipedia,2023,1
KZ,9000,cs.wikipedia,2023,1
IS,9000,cs.wikipedia,2023,1
ZA,9000,cs.wikipedia,2023,1
TZ,8000,cs.wikipedia,2023,1
BA,8000,cs.wikipedia,2023,1
JO,7000,cs.wikipedia,2023,1
OM,7000,cs.wikipedia,2023,1
MA,7000,cs.wikipedia,2023,1
GE,7000,cs.wikipedia,2023,1
ML,7000,cs.wikipedia,2023,1
DO,7000,cs.wikipedia,2023,1
CO,6000,cs.wikipedia,2023,1
IQ,6000,cs.wikipedia,2023,1
CL,6000,cs.wikipedia,2023,1
BD,6000,cs.wikipedia,2023,1
MD,6000,cs.wikipedia,2023,1
MU,6000,cs.wikipedia,2023,1
CR,5000,cs.wikipedia,2023,1
MK,5000,cs.wikipedia,2023,1
MV,5000,cs.wikipedia,2023,1
MT,5000,cs.wikipedia,2023,1
CY,5000,cs.wikipedia,2023,1
UZ,5000,cs.wikipedia,2023,1
SA,5000,cs.wikipedia,2023,1
PK,5000,cs.wikipedia,2023,1
LK,5000,cs.wikipedia,2023,1
PE,5000,cs.wikipedia,2023,1
TG,5000,cs.wikipedia,2023,1
AZ,5000,cs.wikipedia,2023,1
DZ,4000,cs.wikipedia,2023,1
AL,4000,cs.wikipedia,2023,1
AM,4000,cs.wikipedia,2023,1
KH,4000,cs.wikipedia,2023,1
EC,4000,cs.wikipedia,2023,1
BJ,3000,cs.wikipedia,2023,1
PA,3000,cs.wikipedia,2023,1
CV,3000,cs.wikipedia,2023,1
TN,3000,cs.wikipedia,2023,1
SC,3000,cs.wikipedia,2023,1
ET,3000,cs.wikipedia,2023,1
XK,3000,cs.wikipedia,2023,1
CM,3000,cs.wikipedia,2023,1
UY,3000,cs.wikipedia,2023,1
CD,2000,cs.wikipedia,2023,1
ME,2000,cs.wikipedia,2023,1
QA,2000,cs.wikipedia,2023,1
VE,2000,cs.wikipedia,2023,1
NP,2000,cs.wikipedia,2023,1
BO,2000,cs.wikipedia,2023,1
GT,2000,cs.wikipedia,2023,1
HN,2000,cs.wikipedia,2023,1
BH,2000,cs.wikipedia,2023,1
ZM,2000,cs.wikipedia,2023,1
LB,2000,cs.wikipedia,2023,1
CU,2000,cs.wikipedia,2023,1
KW,1000,cs.wikipedia,2023,1
MN,1000,cs.wikipedia,2023,1
RW,1000,cs.wikipedia,2023,1
SV,1000,cs.wikipedia,2023,1
PY,1000,cs.wikipedia,2023,1
CN,1000,cs.wikipedia,2023,1
MM,1000,cs.wikipedia,2023,1
BF,1000,cs.wikipedia,2023,1
KG,1000,cs.wikipedia,2023,1
NI,1000,cs.wikipedia,2023,1
SL,1000,cs.wikipedia,2023,1
GN,1000,cs.wikipedia,2023,1
LI,1000,cs.wikipedia,2023,1
LA,1000,cs.wikipedia,2023,1
JM,1000,cs.wikipedia,2023,1
TJ,1000,cs.wikipedia,2023,1
SY,1000,cs.wikipedia,2023,1
PS,1000,cs.wikipedia,2023,1
RE,1000,cs.wikipedia,2023,1
GM,1000,cs.wikipedia,2023,1
SD,1000,cs.wikipedia,2023,1
PR,1000,cs.wikipedia,2023,1
TM,1000,cs.wikipedia,2023,1
LY,1000,cs.wikipedia,2023,1
YE,1000,cs.wikipedia,2023,1
NE,1000,cs.wikipedia,2023,1
CF,1000,cs.wikipedia,2023,1
SO,1000,cs.wikipedia,2023,1
ZW,1000,cs.wikipedia,2023,1
TT,1000,cs.wikipedia,2023,1
BZ,1000,cs.wikipedia,2023,1
MQ,1000,cs.wikipedia,2023,1
MG,1000,cs.wikipedia,2023,1
GP,1000,cs.wikipedia,2023,1
NA,1000,cs.wikipedia,2023,1
BB,1000,cs.wikipedia,2023,1
AO,1000,cs.wikipedia,2023,1
BS,1000,cs.wikipedia,2023,1
JE,1000,cs.wikipedia,2023,1
SX,1000,cs.wikipedia,2023,1
CG,1000,cs.wikipedia,2023,1
PF,1000,cs.wikipedia,2023,1
MO,1000,cs.wikipedia,2023,1
MC,1000,cs.wikipedia,2023,1
AF,1000,cs.wikipedia,2023,1
AW,1000,cs.wikipedia,2023,1
AD,1000,cs.wikipedia,2023,1
FJ,1000,cs.wikipedia,2023,1
IM,1000,cs.wikipedia,2023,1
GA,1000,cs.wikipedia,2023,1
MZ,1000,cs.wikipedia,2023,1
MF,1000,cs.wikipedia,2023,1
CW,1000,cs.wikipedia,2023,1
BN,1000,cs.wikipedia,2023,1
VI,1000,cs.wikipedia,2023,1
LR,1000,cs.wikipedia,2023,1
FO,1000,cs.wikipedia,2023,1
PG,1000,cs.wikipedia,2023,1
KY,1000,cs.wikipedia,2023,1
GI,1000,cs.wikipedia,2023,1
GL,1000,cs.wikipedia,2023,1
NC,1000,cs.wikipedia,2023,1
MR,1000,cs.wikipedia,2023,1
GY,1000,cs.wikipedia,2023,1
MW,1000,cs.wikipedia,2023,1
BR,193803000,pt.wikipedia,2023,1
PT,29503000,pt.wikipedia,2023,1
US,4795000,pt.wikipedia,2023,1
AO,3085000,pt.wikipedia,2023,1
MZ,1021000,pt.wikipedia,2023,1
FR,926000,pt.wikipedia,2023,1
DE,733000,pt.wikipedia,2023,1
GB,720000,pt.wikipedia,2023,1
CA,685000,pt.wikipedia,2023,1
ES,657000,pt.wikipedia,2023,1
IT,466000,pt.wikipedia,2023,1
BE,446000,pt.wikipedia,2023,1
CH,418000,pt.wikipedia,2023,1
AR,371000,pt.wikipedia,2023,1
JP,366000,pt.wikipedia,2023,1
NL,354000,pt.wikipedia,2023,1
CV,261000,pt.wikipedia,2023,1
RU,259000,pt.wikipedia,2023,1
IE,229000,pt.wikipedia,2023,1
MX,216000,pt.wikipedia,2023,1
CO,184000,pt.wikipedia,2023,1
TW,182000,pt.wikipedia,2023,1
SG,149000,pt.wikipedia,2023,1
CL,132000,pt.wikipedia,2023,1
SE,127000,pt.wikipedia,2023,1
PL,125000,pt.wikipedia,2023,1
AU,124000,pt.wikipedia,2023,1
IN,120000,pt.wikipedia,2023,1
UY,118000,pt.wikipedia,2023,1
LU,114000,pt.wikipedia,2023,1
GW,108000,pt.wikipedia,2023,1
PE,98000,pt.wikipedia,2023,1
PY,98000,pt.wikipedia,2023,1
CZ,86000,pt.wikipedia,2023,1
UA,77000,pt.wikipedia,2023,1
DK,74000,pt.wikipedia,2023,1
ID,73000,pt.wikipedia,2023,1
AT,69000,pt.wikipedia,2023,1
PH,63000,pt.wikipedia,2023,1
IL,62000,pt.wikipedia,2023,1
TR,61000,pt.wikipedia,2023,1
ZA,60000,pt.wikipedia,2023,1
EC,58000,pt.wikipedia,2023,1
VE,56000,pt.wikipedia,2023,1
VN,55000,pt.wikipedia,2023,1
RO,55000,pt.wikipedia,2023,1
--,54000,pt.wikipedia,2023,1
NO,54000,pt.wikipedia,2023,1
IR,52000,pt.wikipedia,2023,1
KR,50000,pt.wikipedia,2023,1
HK,47000,pt.wikipedia,2023,1
DO,45000,pt.wikipedia,2023,1
FI,45000,pt.wikipedia,2023,1
BO,43000,pt.wikipedia,2023,1
HU,41000,pt.wikipedia,2023,1
TH,35000,pt.wikipedia,2023,1
AE,35000,pt.wikipedia,2023,1
EG,35000,pt.wikipedia,2023,1
NZ,33000,pt.wikipedia,2023,1
MA,33000,pt.wikipedia,2023,1
GT,31000,pt.wikipedia,2023,1
GR,30000,pt.wikipedia,2023,1
RS,29000,pt.wikipedia,2023,1
BG,28000,pt.wikipedia,2023,1
MY,27000,pt.wikipedia,2023,1
TL,27000,pt.wikipedia,2023,1
MO,22000,pt.wikipedia,2023,1
BD,21000,pt.wikipedia,2023,1
ST,21000,pt.wikipedia,2023,1
CR,21000,pt.wikipedia,2023,1
PK,21000,pt.wikipedia,2023,1
HR,20000,pt.wikipedia,2023,1
NG,18000,pt.wikipedia,2023,1
PA,18000,pt.wikipedia,2023,1
SA,17000,pt.wikipedia,2023,1
MD,17000,pt.wikipedia,2023,1
DZ,14000,pt.wikipedia,2023,1
CU,13000,pt.wikipedia,2023,1
SK,13000,pt.wikipedia,2023,1
LV,13000,pt.wikipedia,2023,1
PR,12000,pt.wikipedia,2023,1
IQ,12000,pt.wikipedia,2023,1
EE,11000,pt.wikipedia,2023,1
KZ,11000,pt.wikipedia,2023,1
JO,11000,pt.wikipedia,2023,1
BY,9000,pt.wikipedia,2023,1
LT,9000,pt.wikipedia,2023,1
SI,9000,pt.wikipedia,2023,1
UZ,9000,pt.wikipedia,2023,1
KE,9000,pt.wikipedia,2023,1
TN,9000,pt.wikipedia,2023,1
